"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","pregnancyratetotal","pregnanciestotal","notes","versiondate"
"IL",2016,2.7,14.6,58.6,31.8,32.3,106.9,142,146.5,76.8,18.8,220,3680,9410,13090,13320,46220,62920,64220,32500,7510,88.9,226680,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2017,2.3,13.3,57.1,30.4,30.8,105.3,137.4,143.7,77,19.1,190,3320,9080,12390,12580,44630,61210,62170,32690,7520,87.3,220810,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IN",1988,12.8,55,136.8,89.7,92,173.1,151.6,85.5,30.5,5.7,480,6820,12540,19360,19850,37810,36060,19830,6410,1040,93.4,120990,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IN",1992,11.5,55.6,149.9,94.4,96.7,175.1,163,92.6,33.1,6.5,450,6530,12290,18820,19270,38900,34890,22080,7740,1360,94.2,124260,""," 1 Mar 2021"
"IN",1996,10,51.3,137,86.1,88.1,169.6,152.6,101.6,37.4,7.4,430,6580,12000,18570,19000,34940,32690,22780,9250,1720,89.8,120390,""," 1 Mar 2021"
"IN",2000,6.5,39.1,118.7,72.4,73.7,172.4,169.6,109.5,42.4,8.8,280,5030,11000,16030,16310,36380,34030,22900,10140,2130,92,121890,""," 1 Mar 2021"
"IN",2005,4.1,30.3,106,61,61.8,157.1,171.7,115.7,47.5,9.8,180,4060,9700,13760,13950,34960,34340,23480,10060,2340,91.5,119130,""," 1 Mar 2021"
"IN",2006,5,29.7,104.6,59.7,60.7,160.9,170,117.1,49.3,9.5,220,4060,9600,13660,13890,35620,35010,23200,10540,2200,92.6,120450,""," 1 Mar 2021"
"IN",2007,4.4,31.1,106.1,61.4,62.3,160.6,171.3,119.5,48,9.7,200,4280,9930,14210,14400,35330,35840,23470,10280,2200,93.6,121520,""," 1 Mar 2021"
"IN",2008,4.8,29.2,100.3,58.6,59.5,157.9,168.6,117.9,48.1,10.1,210,3980,9690,13670,13880,34740,35580,23330,10270,2220,92.6,120010,""," 1 Mar 2021"
"IN",2009,4.3,29.6,97.2,58,58.8,149.8,164.9,117.2,46.5,10.6,190,4000,9530,13530,13720,33280,34730,23440,9810,2260,90.8,117230,""," 1 Mar 2021"
"IN",2010,4,26.4,90.2,53.1,53.8,139.3,161.9,116.9,47.6,10.6,170,3550,8720,12280,12450,31310,33790,23840,9850,2250,88.2,113490,""," 1 Mar 2021"
"IN",2011,3.9,22.5,85.5,48.6,49.3,133.4,162.6,117.7,48.6,10.9,170,3000,8050,11050,11220,30670,33790,24410,9800,2340,87.2,112230,""," 1 Mar 2021"
"IN",2012,2.6,21.7,80.7,45.8,46.3,130.4,161.6,118.3,48.5,10.4,120,2880,7360,10230,10350,30750,33390,24740,9650,2210,86.3,111090,""," 1 Mar 2021"
"IN",2013,2.4,19.4,75.1,42,42.4,127.8,160.8,117.7,51.1,10.6,110,2570,6780,9350,9460,30520,33310,24890,10200,2250,85.6,110630,""," 1 Mar 2021"
"IN",2014,2.2,17,72.2,39.2,39.6,125.5,163.4,123.5,52.1,10.9,100,2270,6450,8710,8810,30150,34220,26070,10490,2290,86.6,112030,""," 1 Mar 2021"
"IN",2015,2.5,15.7,68.2,36.5,37,123.8,164.4,125.5,53,11.4,110,2110,6030,8130,8240,29450,34870,26310,10850,2340,86.7,112060,""," 1 Mar 2021"
"IN",2016,2.1,13.8,62.9,33.3,33.7,119.3,160.1,128,54.8,12,90,1860,5590,7460,7550,28040,34820,26750,11420,2400,85.8,110970,""," 1 Mar 2021"
"IN",2017,1.9,13.1,62,32.6,33,117.3,156,129,53.9,11.8,80,1750,5520,7280,7360,27130,34850,26870,11370,2340,84.9,109910,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"KS",1988,8.6,58.2,135.1,90.4,92,176.7,160,95.2,32.5,6.3,130,2910,4860,7770,7900,16050,17150,9910,2980,480,97.9,54480,""," 1 Mar 2021"
"KS",1992,9.4,53.9,147.2,90.3,92.2,176.2,163.5,100.8,38.2,7.2,160,2740,4790,7540,7700,15570,15050,10580,3930,650,95.2,53490,""," 1 Mar 2021"
"KS",1996,8,46.5,127.5,78,79.6,165.9,159.8,108.6,43.1,8.5,160,2720,4730,7440,7600,13860,14190,10440,4670,860,89.9,51620,""," 1 Mar 2021"
"KS",2000,6.3,35.5,117.8,68.7,69.9,172.8,175.8,126.5,47.6,10.6,130,2170,4870,7040,7160,15890,14660,10930,4910,1130,95.3,54680,""," 1 Mar 2021"
"KS",2005,4.6,29.2,101.8,58.5,59.4,153.7,188.6,125.5,56.9,11.1,90,1760,4150,5910,6000,15860,15420,10710,4910,1140,96.6,54050,""," 1 Mar 2021"
"KS",2006,5.4,29.5,104.4,59.6,60.7,156.1,191.8,130.2,57.7,11.7,110,1770,4210,5980,6090,16000,16300,10840,5020,1140,99.7,55400,""," 1 Mar 2021"
"KS",2007,4.7,31.4,105.2,61,61.9,160.5,189.4,133.6,58.5,12.1,90,1890,4250,6140,6230,16130,16910,11190,5100,1140,102.2,56700,""," 1 Mar 2021"
"KS",2008,4.4,31.6,107.8,63,63.8,160,181.8,134.2,55.6,11.7,80,1860,4430,6280,6370,16030,16840,11300,4860,1040,101.9,56440,""," 1 Mar 2021"
"KS",2009,3.5,28.6,103.6,59.4,60,154,175,130.9,54.1,12.2,70,1670,4210,5890,5950,15250,16730,11350,4650,1070,99.3,54990,""," 1 Mar 2021"
"KS",2010,3.3,26.3,91.3,53.1,53.7,146,167.4,127.3,55.2,12.9,60,1520,3710,5230,5290,14470,16230,11360,4700,1110,95.7,53170,""," 1 Mar 2021"
"KS",2011,4.2,21.5,86.4,48.2,49,137.6,167.1,126.3,54.3,11.9,80,1240,3490,4730,4810,13750,16140,11550,4540,1030,93.1,51830,""," 1 Mar 2021"
"KS",2012,2.5,20.2,84.4,46.4,46.9,133.6,171.4,129.6,58.5,12.5,50,1160,3340,4500,4550,13700,16390,12090,4900,1080,94.3,52700,""," 1 Mar 2021"
"KS",2013,2.4,17.5,73.6,40.3,40.8,124.9,168.6,129.9,57,12.6,50,1010,2900,3910,3960,12940,15800,12330,4830,1090,91,50940,""," 1 Mar 2021"
"KS",2014,1.9,16.2,69.4,37.7,38.1,120.5,171.7,136.5,58.5,11.9,40,930,2710,3650,3690,12570,15870,13080,5040,1000,91.5,51250,""," 1 Mar 2021"
"KS",2015,1.3,13.7,66.3,34.7,34.9,118,172.5,136,59.4,12.7,20,790,2560,3360,3380,12390,15890,13050,5250,1050,90.9,51010,""," 1 Mar 2021"
"KS",2016,1.8,13.1,55.7,30,30.4,111.9,165.3,139.1,59.4,12.9,30,760,2150,2910,2940,11620,15250,13290,5380,1050,88.4,49540,""," 1 Mar 2021"
"KS",2017,1.4,11.2,57.4,29.7,30,105.4,160,135,58.8,12.8,30,650,2220,2870,2890,10780,14880,12690,5410,1040,85.3,47700,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"KY",1988,13,65.4,142.1,97.2,99.5,160.3,124.7,69.1,24.1,4.5,340,5470,8370,13840,14180,23520,19880,10800,3430,550,83.2,72370,""," 1 Mar 2021"
"KY",1992,14.7,63.2,151.5,99,101.9,171.5,137.8,76.3,27.3,5.4,400,5060,8250,13310,13710,24640,19970,12150,4210,760,85.9,75440,""," 1 Mar 2021"
"KY",1996,10.9,52.6,137.2,86.7,88.8,157.9,136.6,80.3,30.2,5.7,310,4510,7920,12440,12740,21740,19240,12370,4950,880,80.5,71930,""," 1 Mar 2021"
"KY",2000,8,40.2,124.4,75.1,76.6,168.2,147.6,90.7,35.1,6.9,220,3320,7290,10620,10830,23590,20400,13000,5690,1120,84,74630,""," 1 Mar 2021"
"KY",2005,4.8,33.4,111.5,64.7,65.6,156.2,154.9,100.1,41.3,8,140,2800,6230,9040,9170,22910,21110,13940,5970,1300,85.7,74400,""," 1 Mar 2021"
"KY",2006,5,35.2,124.5,70.5,71.5,163,154.8,102.2,42.2,8.1,140,3020,6970,9990,10130,23250,21950,13810,6170,1280,88.4,76590,""," 1 Mar 2021"
"KY",2007,6.8,35.2,125.7,71.1,72.5,167.1,156.8,103.1,42.3,8.9,190,3050,7170,10210,10400,23710,22510,13770,6190,1370,90.3,77960,""," 1 Mar 2021"
"KY",2008,6.1,34.4,124.2,70.8,72,165.4,151.7,103.9,41.7,8.9,170,2970,7320,10290,10460,23320,21920,13960,6070,1340,89.4,77070,""," 1 Mar 2021"
"KY",2009,5.1,34.6,114,67.5,68.5,161.2,151.1,104.5,41.2,9.1,140,2930,6860,9790,9930,22780,21670,14220,5900,1340,88.6,75850,""," 1 Mar 2021"
"KY",2010,4.5,30.6,107,62.4,63.3,152.2,147.5,102.5,41.6,9.5,120,2580,6430,9000,9120,21940,20870,14310,5860,1390,85.9,73500,""," 1 Mar 2021"
"KY",2011,3.8,27.5,103.1,58.5,59.2,144.3,150.1,103.5,42.9,9.5,100,2290,5960,8250,8350,21520,20980,14700,5890,1400,85.1,72850,""," 1 Mar 2021"
"KY",2012,3.9,24.6,99.5,54.9,55.6,142,154.5,105.9,43,8.9,110,2030,5560,7590,7700,21700,21300,15120,5840,1310,85.4,72960,""," 1 Mar 2021"
"KY",2013,2.9,22.5,96.3,52.1,52.7,138,152.4,108.3,44.6,9.3,80,1870,5350,7220,7300,21390,20920,15500,6050,1360,84.8,72520,""," 1 Mar 2021"
"KY",2014,2.9,20.4,88.1,47.2,47.8,137.6,156,111.8,46.9,9,80,1710,4820,6530,6610,21210,21710,15870,6410,1290,85.7,73100,""," 1 Mar 2021"
"KY",2015,3.1,17.9,81.1,42.8,43.4,136.9,155.4,112.4,47.6,10,90,1520,4460,5970,6060,20660,22160,15680,6600,1400,85.2,72570,""," 1 Mar 2021"
"KY",2016,2.7,16.4,78.4,40.9,41.4,131.3,149.6,117.8,49.2,9.8,70,1380,4340,5730,5800,19340,22040,16210,6930,1330,84.4,71650,""," 1 Mar 2021"
"KY",2017,2.3,NA,NA,38.5,39,129.4,147,117.9,49.6,10.4,60,NA,NA,5380,5450,18830,22170,16090,7010,1400,83.6,70960,""," 1 Mar 2021"
"LA",1988,20.8,68.9,161.7,107.1,110.9,189.1,160.9,92.6,36.7,7.9,680,7120,11670,18790,19470,33540,30270,17130,5940,1070,105,107420,""," 1 Mar 2021"
"LA",1992,20.3,72.7,160.5,108.1,112.3,183.8,152.7,88.5,34.4,6.9,680,7060,10530,17590,18270,30660,25520,16200,6110,1070,96.7,97830,""," 1 Mar 2021"
"LA",1996,17.1,62,150.9,97.1,100.6,175.1,145.5,92.3,36.6,8.3,620,6710,10660,17370,17990,27780,23100,15620,6770,1420,90.8,92670,""," 1 Mar 2021"
"LA",2000,13.1,49.8,140.1,86.9,89.4,185.8,154.2,100.5,39.6,7.9,460,5340,10450,15780,16240,30750,23060,15590,6950,1410,93.4,94000,""," 1 Mar 2021"
"LA",2005,9.1,35.3,113.6,67.3,69,155.5,145.6,93.9,41.2,9,310,3600,7980,11580,11890,28040,22980,13710,6320,1560,86,84490,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19-year-olds in neighboring states (TX, MS, AR). Proportion of abortions had by other age-groups based on supplemental data from state Department of Health."," 1 Mar 2021"
"LA",2006,10.9,40.1,131.5,77,79.1,180.9,160.1,106.1,45,9.6,340,3840,8560,12400,12730,29640,24210,13870,6430,1520,97.4,88390,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19-year-olds in neighboring states (TX, MS, AR). Proportion of abortions had by other age-groups based on supplemental data from state Department of Health."," 1 Mar 2021"
"LA",2007,11.2,41.9,135.3,80.1,82.2,188.7,163.3,111.3,47.4,9.7,340,4020,9000,13020,13360,31270,25740,14690,6770,1500,101.9,93330,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2008,10,41.3,134.5,80.3,82.1,184.4,163.1,111.2,46.8,10,310,3930,9180,13110,13420,30740,26480,15060,6630,1510,101.9,93840,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2009,8.6,40.1,126.4,76.4,78,175.9,159.5,109.4,46.6,10.6,260,3780,8650,12430,12680,29550,26380,15490,6530,1560,99.7,92190,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (TX, MS, AR)"," 1 Mar 2021"
"LA",2010,8.4,35.9,116.5,69.6,71.1,161.7,152.5,105.7,44.8,10.4,250,3330,7760,11090,11340,27550,25430,15730,6220,1520,94.4,87780,""," 1 Mar 2021"
"LA",2011,7.9,31.2,116.3,65.9,67.4,153.2,152.6,105.7,45.6,10.3,240,2840,7250,10090,10330,26710,25620,16290,6250,1500,92.9,86700,""," 1 Mar 2021"
"LA",2012,6.9,28.5,108.3,60.6,62,150,152.3,109.3,47.9,10.2,210,2550,6520,9070,9280,26450,25570,17300,6600,1490,92.7,86690,""," 1 Mar 2021"
"LA",2013,5.4,25.1,99.4,54.6,55.7,148.3,153.1,110.3,49.5,10.9,160,2240,5830,8070,8230,26120,25680,17920,6920,1570,92.2,86430,""," 1 Mar 2021"
"LA",2014,5.3,22.4,93.3,49.8,50.9,148.3,158.8,115.7,51.4,10.6,160,2020,5290,7310,7470,25690,26890,19070,7370,1490,93.7,87980,""," 1 Mar 2021"
"LA",2015,4.8,21.7,89.7,47.7,48.6,150.4,157.7,117.4,53.1,11.7,140,1980,5040,7020,7170,25230,27050,19500,7870,1620,94.2,88440,""," 1 Mar 2021"
"LA",2016,4.7,19.4,83,43.7,44.6,146.5,154.6,119.3,54.2,12.2,140,1770,4680,6450,6590,23520,26970,19820,8290,1660,92.7,86850,""," 1 Mar 2021"
"LA",2017,3.4,NA,NA,41.3,42,143,147.7,118.1,53.5,12.1,100,NA,NA,6050,6150,22230,25700,19360,8350,1650,89.6,83430,""," 1 Mar 2021"
"MA",1988,12.5,63.4,131.3,94.9,96.7,136.7,158,127.6,56.2,12.2,410,7580,13540,21120,21530,36940,46100,34090,13330,2530,103.3,154520,""," 1 Mar 2021"
"MA",1992,12.5,52.8,131,86.3,88.7,137.7,160.4,137.6,64.8,14,420,5280,9810,15090,15510,34580,43080,37830,16290,3170,103.9,150450,""," 1 Mar 2021"
"MA",1996,9.2,47.3,116.9,76,77.8,137.8,139.9,144.5,70.6,17.1,350,5150,8930,14080,14430,27510,36360,39010,19000,4190,98.4,140500,""," 1 Mar 2021"
"MA",2000,5.9,33.3,93.9,59.3,60.4,117.8,141.9,148.6,76.4,17.9,240,3910,8270,12180,12420,24400,31140,37200,20860,4770,91.9,130790,""," 1 Mar 2021"
"MA",2005,4.6,25.5,73,45.5,46.4,111.2,135.4,157.2,86.1,20.5,200,3340,6990,10330,10530,24100,28400,33420,20930,5440,89.4,122820,""," 1 Mar 2021"
"MA",2006,3.7,24.6,74.7,45.8,46.5,110.3,139.3,159.1,86.6,20.7,160,3260,7280,10530,10690,24430,29370,32490,20680,5380,90.1,123050,""," 1 Mar 2021"
"MA",2007,3.8,25.5,75.4,46.9,47.6,107.9,141,159.3,86.1,20.6,160,3360,7490,10850,11010,24430,29850,32060,20080,5240,90.3,122670,""," 1 Mar 2021"
"MA",2008,2.8,22.2,68.8,42.7,43.2,106,136.3,158.4,86.8,21.5,110,2880,6980,9870,9980,24410,29520,31820,19710,5360,89.1,120810,""," 1 Mar 2021"
"MA",2009,3.6,22,64.5,41,41.6,100.5,130.3,155.8,85.7,21,150,2810,6610,9420,9570,23760,28760,31730,18870,5100,87,117790,""," 1 Mar 2021"
"MA",2010,3,18.8,57.9,36.4,36.9,94.6,125.7,153.9,85.6,21.7,120,2370,6000,8370,8490,22770,28260,31770,18220,5190,84.7,114700,""," 1 Mar 2021"
"MA",2011,2.1,17.3,50.6,32.6,32.9,93,124.3,155.6,87.5,21.2,90,2160,5350,7520,7600,22400,28660,32970,18000,5040,84.5,114680,""," 1 Mar 2021"
"MA",2012,2.5,14.7,48.2,30.2,30.6,89.5,117.9,150.2,88.9,21.4,100,1820,5120,6930,7030,21520,27870,32610,18020,4990,82.4,112050,""," 1 Mar 2021"
"MA",2013,2,12.1,38.7,24.4,24.8,81.2,112.9,151.9,89.6,21.6,80,1490,4110,5600,5680,19670,27260,33740,18240,4930,80.1,109520,""," 1 Mar 2021"
"MA",2014,1.6,10.5,35.4,22,22.3,77.4,113.1,152.2,90.2,21.9,70,1300,3740,5040,5100,18940,27760,34400,18630,4860,79.9,109700,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MA",2015,1.5,9.2,31.4,19.4,19.7,71.5,111.8,151.1,91,22.2,60,1130,3300,4440,4490,17560,27600,34680,19100,4770,78.7,108200,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MA",2016,1.1,8.1,29.4,17.9,18.1,66.4,110.7,149.2,90.5,23.5,40,990,3090,4080,4120,16400,27350,34920,19330,4870,77.7,106990,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MA",2017,1.2,7.1,27.2,16.4,16.6,61.5,107.6,147.4,91.8,22.8,50,860,2860,3720,3770,15220,26720,35200,20030,4670,76.3,105610,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MD",1988,30.4,85.4,178.6,124,129,192.9,181.1,118.5,46.7,9.2,830,8260,12220,20480,21310,37830,39810,26230,9330,1610,115.5,136120,""," 1 Mar 2021"
"MD",1992,23.8,79.3,174.1,117.8,122.7,203.7,179.8,126.5,55.2,11.3,700,6850,10280,17130,17830,35220,39010,30360,12150,2250,114.6,136820,""," 1 Mar 2021"
"MD",1996,20,68.2,164.1,105.1,109.4,186.8,176.3,125.6,60.7,13,680,6610,9920,16530,17210,28420,33560,29990,14500,2790,106.1,126470,""," 1 Mar 2021"
"MD",2000,14.4,52.9,152.4,91.2,94.3,194.2,186.3,147.6,71.1,16.1,530,5690,10250,15940,16480,30910,32690,30890,17000,3750,110.6,131720,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MD",2005,7.9,34.6,118.1,66,67.7,169.8,178.9,157,81.2,19,330,4220,8700,12920,13240,30640,32940,29690,17630,4610,106.5,128750,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (DE, DC, PA, VA, WV)"," 1 Mar 2021"
"MD",2006,6.6,34.1,118.3,65.9,67.3,167.5,173.9,159.4,81.2,19.1,270,4220,8910,13130,13390,30520,33080,29190,17440,4550,106.1,128180,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (DE, DC, PA, VA, WV)"," 1 Mar 2021"
"MD",2007,6.9,34.6,117.2,66.3,67.6,163.2,168.7,156.1,78.1,19.1,270,4290,9030,13320,13590,30260,32440,28070,16500,4440,104.2,125310,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2008,7.6,33.7,109.7,63.6,65.1,160.9,166.2,154.2,78.3,19.1,290,4100,8700,12810,13100,30040,32500,27870,16150,4320,103.6,123970,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2009,6.9,32.3,104.8,61.5,62.8,156.4,162.2,151.8,78.6,20.4,260,3860,8430,12290,12550,29790,32110,28030,15710,4480,102.9,122670,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2010,6.5,29.4,99.4,57.7,58.9,149.4,162.8,152.1,80.6,21.1,240,3460,7940,11400,11650,29060,32570,28990,15690,4580,102.6,122530,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2011,7.4,28.4,93.5,55.2,56.6,147.4,161.9,153.4,83.4,20.5,280,3280,7550,10830,11110,28930,32800,30050,15750,4430,102.9,123070,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2012,6.4,23.2,79.9,46.5,47.7,139.9,158.3,152.9,84.6,20.1,240,2650,6380,9020,9260,27460,32480,30690,15830,4310,100.3,120030,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2013,4.7,21.7,71,41.9,42.9,131.6,152.9,149.3,82.3,20.6,180,2440,5580,8020,8200,25900,31640,30630,15460,4300,97,116130,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2014,4.1,19,66,38.1,38.9,128.1,153.5,154.9,88.1,21.4,160,2140,5070,7210,7370,25200,31900,32140,16830,4340,98.5,117770,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2015,3,17.6,60.9,35,35.6,123.5,155.1,155.8,86.6,22.1,110,1990,4620,6610,6730,23990,32360,32560,16950,4360,98,116950,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2016,2.8,15.5,59.5,33.1,33.6,117.5,153.8,156.7,90,23.6,100,1760,4480,6240,6340,22350,32090,32760,18040,4480,97.8,116070,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"MD",2017,2.9,14.2,56.3,31,31.6,117.4,152.5,156.5,89.9,24.8,110,1600,4220,5810,5920,22090,31700,32840,18390,4650,97.5,115600,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)"," 1 Mar 2021"
"ME",1988,6.3,53.7,120.5,81.3,82.4,169.6,151.6,85.1,30.2,5.9,50,1410,2240,3660,3710,7680,7630,4410,1490,240,88.9,25160,""," 1 Mar 2021"
"ME",1992,5.6,40.9,113.6,70.4,71.6,162,161.3,92.2,34.7,7.1,50,990,1870,2860,2910,6810,7090,4950,1860,340,84.8,23950,""," 1 Mar 2021"
"ME",1996,4.1,33.7,98.7,58.8,59.7,141.2,149.2,91.3,35.7,7.6,40,870,1610,2470,2510,5160,5800,4410,1970,400,74.1,20260,""," 1 Mar 2021"
"ME",2000,2.5,26.3,91.9,51.5,52,143.6,147.3,97.7,39.9,9,20,710,1550,2250,2280,5030,5340,4260,2120,500,73,19520,""," 1 Mar 2021"
"ME",2005,3.1,20.8,77,42.8,43.4,134.2,156.5,116.5,49.3,9,30,580,1370,1950,1980,5260,5570,4480,2270,490,77.2,20060,""," 1 Mar 2021"
"ME",2006,2.6,19.6,78.4,42.6,43.1,139.2,157.3,116.9,50,9.2,20,540,1400,1940,1960,5500,5640,4350,2280,490,78.8,20210,""," 1 Mar 2021"
"ME",2007,2.6,19.1,84.4,44.7,45.1,141.1,158.4,114.7,50.3,10.3,20,520,1480,2010,2030,5520,5790,4160,2240,530,80.2,20280,""," 1 Mar 2021"
"ME",2008,2,19.5,78.3,43,43.4,136.5,152.2,114.2,49.6,9.1,20,520,1400,1920,1940,5350,5590,4110,2150,450,78.5,19600,""," 1 Mar 2021"
"ME",2009,2.3,18.3,72.4,40.5,40.9,133.2,152.8,113.7,49.4,10.6,20,470,1300,1770,1790,5220,5570,4120,2080,500,78.6,19280,""," 1 Mar 2021"
"ME",2010,2.7,15,68,36.9,37.4,124.1,149.7,113.1,48.4,10.5,20,370,1200,1570,1590,4870,5480,4100,1940,490,76.6,18460,""," 1 Mar 2021"
"ME",2011,2.2,16,58.8,34,34.4,118.7,141.9,114.2,48.4,10.5,20,390,1030,1420,1440,4670,5250,4190,1860,480,74.9,17890,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"ME",2012,NA,13.7,59.4,32.9,33.1,112.9,145.2,119.4,49.2,11.8,NA,320,1020,1350,1360,4450,5380,4450,1830,530,76,17990,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"ME",2013,1.6,13.7,51.3,29.4,29.7,111.3,145.2,119.2,53.1,12.1,10,320,860,1180,1190,4380,5410,4480,1960,530,76.5,17940,""," 1 Mar 2021"
"ME",2014,1.8,12.5,48.5,27.4,27.7,107.7,141.1,121,56.2,12.2,10,290,800,1090,1100,4210,5390,4580,2080,510,76.4,17870,""," 1 Mar 2021"
"ME",2015,NA,10.1,47.3,25.5,25.7,102.8,139.9,122.3,57.3,11.1,NA,230,770,1000,1010,3950,5390,4660,2140,450,75.8,17590,""," 1 Mar 2021"
"ME",2016,NA,9.1,45.8,24.1,24.4,97.6,139.6,123.8,57.3,12,NA,210,730,940,950,3700,5430,4810,2180,470,75.8,17540,""," 1 Mar 2021"
"ME",2017,NA,9.7,42,22.9,23,93.5,128.8,123.6,58.3,11.6,NA,220,660,870,880,3480,5090,4860,2270,440,73.7,17010,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MI",1988,18.5,73.4,157.9,108.4,111.6,182.2,172.9,103.4,38.3,7.3,1150,15620,23830,39450,40600,67960,69700,42240,13960,2240,106.5,236700,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MI",1992,15.1,66,169,108.3,111.3,185.5,176,111.2,43.8,8.3,970,12610,22510,35130,36100,66340,64260,45620,17580,2980,105,232890,""," 1 Mar 2021"
"MI",1996,11.1,54.5,136.9,87,89.2,168.7,168.9,117,46.6,10,770,11300,18490,29790,30560,54440,59130,44770,19420,3920,96.2,212240,""," 1 Mar 2021"
