"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","miscarriageslt15","miscarriages1517","miscarriages1819","miscarriages1519","miscarriageslt20","miscarriages2024","miscarriages2529","miscarriages3034","miscarriages3539","miscarriages40plus","populationlt15","population1517","population1819","population1519","populationlt20","population2024","population2529","population3034","population3539","population40plus","population1544","pregnancyratetotal","miscarriagestotal","pregnanciestotal","notes","versiondate"
"MO",2017,1.6,13.1,62.9,32.8,33.1,115.3,146.5,125.6,56.3,11.9,60,1510,4760,6280,6340,23280,30680,25010,10910,2090,NA,230,730,960,970,3630,4880,4020,1740,330,37743,115545,75713,191258,191258,201988,209508,199144,193955,175059,1170912,84,15580,98310,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MS",1988,25.8,78.1,145.9,106.4,111,178.3,139.2,77.3,29,6.5,520,5160,6890,12050,12580,18990,14950,7920,2670,510,80,790,1070,1860,1930,3000,2390,1250,410,80,20223,66082,47237,113319,113319,106511,107455,102379,91990,78753,600407,96,9060,57620,""," 1 Mar 2021"
"MS",1992,26.6,85.9,172.6,121.4,126.7,190.5,150.3,82.2,30.4,6.2,550,5350,7450,12800,13350,20960,14410,8550,3110,560,80,820,1150,1960,2050,3220,2260,1340,470,80,20765,62261,43160,105421,105421,110022,95871,103973,102129,90607,608023,100.2,9420,60930,""," 1 Mar 2021"
"MS",1996,22.4,71.3,156.4,105.5,109.9,183,144.5,85.5,32.7,6.8,500,4860,7180,12040,12540,19500,14330,8480,3570,690,70,760,1100,1860,1940,2960,2230,1320,550,100,22242,68195,45936,114131,114131,106527,99181,99116,109216,101902,630073,93.8,9100,59110,""," 1 Mar 2021"
"MS",2000,19.4,63,154.9,101.6,105.2,202.1,159.9,90.5,35.9,8.2,410,4180,7460,11640,12060,21600,15630,8760,3910,900,60,650,1140,1790,1850,3320,2440,1380,600,130,21417,66387,48171,114558,114558,106886,97714,96769,108808,109912,634647,99,9720,62860,""," 1 Mar 2021"
"MS",2005,15,44.7,137.7,82.2,85.2,188.5,163.5,95.6,37.1,7.9,320,2930,6110,9040,9360,20910,15720,9180,3570,860,50,460,950,1400,1450,3240,2450,1440,560,130,21409,65551,44371,109922,109922,110951,96111,95973,96266,108251,617474,96.5,9270,59600,""," 1 Mar 2021"
"MS",2006,12,53.4,151.9,92.7,95.1,208.5,173.7,99.4,40.7,8.2,260,3530,6680,10210,10470,22430,17020,9220,3940,860,40,560,1040,1600,1640,3490,2670,1450,610,130,21524,66152,43961,110113,110113,107586,98011,92762,96681,105042,610195,104.8,10000,63940,""," 1 Mar 2021"
"MS",2007,11.8,54.7,156.1,95.7,98,207.5,174.2,100.3,40.6,8.5,250,3630,7040,10670,10920,21930,17520,9230,3970,860,40,570,1110,1680,1720,3410,2750,1460,620,130,21455,66406,45088,111494,111494,105679,100532,91997,97854,102120,609676,105.7,10080,64420,""," 1 Mar 2021"
"MS",2008,11.3,48.5,147.9,89.9,91.9,202.2,169.7,101.5,40.3,8.9,230,3190,6920,10100,10340,21210,17220,9350,3960,880,30,500,1080,1570,1610,3290,2700,1460,620,130,20710,65675,46777,112452,112452,104927,101507,92136,98340,99141,608503,103.5,9810,62960,""," 1 Mar 2021"
"MS",2009,11.6,46.5,140.6,85.9,88,190,161.1,98.2,38.5,8.3,230,3020,6570,9590,9830,19910,16400,9210,3740,800,30,480,1020,1500,1540,3090,2560,1450,580,120,20231,64988,46700,111688,111688,104760,101821,93728,97127,96847,605971,98.8,9340,59880,""," 1 Mar 2021"
"MS",2010,9,42.5,124.2,76.7,78.3,171.7,157.2,92.2,37.3,8.2,180,2710,5700,8410,8590,18240,15770,8870,3560,780,30,420,890,1320,1340,2830,2470,1400,550,120,20100,63719,45943,109662,109662,106255,100339,96210,95560,96094,604120,92.4,8710,55820,""," 1 Mar 2021"
"MS",2011,9.5,35.7,117.5,69.6,71.4,168.1,156.9,95.4,37,8.2,190,2220,5170,7390,7580,18400,15630,9340,3440,790,30,350,810,1160,1190,2870,2460,1470,540,120,19980,62186,44029,106215,106215,109440,99631,97929,93200,97115,603530,91.5,8640,55200,""," 1 Mar 2021"
"MS",2012,8.1,31,109.3,63.4,65,157.7,152.8,95.9,39.3,8.3,160,1890,4700,6590,6750,17620,15020,9490,3630,810,20,290,740,1030,1060,2750,2360,1500,570,130,20278,60868,42996,103864,103864,111753,98263,98934,92292,97587,602693,88.5,8360,53310,""," 1 Mar 2021"
"MS",2013,5.7,27.6,101.1,58.2,59.3,152,156.8,98.6,38.7,8.3,120,1660,4320,5990,6100,17210,15290,9820,3570,810,20,260,680,940,960,2700,2420,1560,560,120,20258,60153,42791,102944,102944,113229,97486,99623,92264,97316,602862,87.6,8310,52800,""," 1 Mar 2021"
"MS",2014,5.5,24.3,92.5,52.1,53.2,154.4,155.2,100.7,40.1,8.1,120,1460,3850,5310,5430,17310,15350,9970,3750,780,20,230,600,830,850,2720,2430,1590,590,120,20886,60288,41591,101879,101879,112081,98894,98994,93307,96045,601200,87.5,8300,52580,""," 1 Mar 2021"
"MS",2015,5.8,22.3,84.7,47.2,48.4,150,155.9,102.3,43,8.2,120,1370,3450,4820,4940,16450,15660,10010,4080,770,20,210,550,760,780,2590,2480,1590,640,120,20318,61210,40780,101990,101990,109620,100491,97888,94738,94341,599068,86.6,8210,51900,""," 1 Mar 2021"
"MS",2016,4.4,20.9,78.9,44.2,45,146.6,152.9,106,44.5,8.3,90,1280,3230,4510,4600,15570,15660,10260,4280,760,10,200,510,710,720,2460,2490,1630,680,120,19465,61125,40911,102036,102036,106174,102408,96740,96137,92049,595544,85.8,8100,51120,""," 1 Mar 2021"
"MS",2017,3.9,19,77.3,42.6,43.4,145.9,151,104.9,43.3,8.9,70,1140,3190,4330,4400,15130,15710,10000,4200,810,10,180,500,680,690,2380,2500,1600,670,130,19422,60289,41225,101514,101514,103676,104030,95399,96956,90847,592422,84.8,7960,50250,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MT",1988,4.2,47.6,117.7,74.6,75.4,180.6,168,96.9,35.6,6.9,20,840,1300,2130,2160,4670,5100,3340,1160,180,NA,110,190,300,300,720,810,530,180,30,5556,17590,11009,28599,28599,25861,30377,34462,32666,26100,178065,93.3,2570,16620,""," 1 Mar 2021"
"MT",1992,7.9,49.2,133.2,81.1,82.7,189.1,184.2,105.9,40.9,8.5,50,890,1480,2370,2420,4660,4560,3490,1460,270,NA,120,210,340,340,710,720,550,220,40,6214,18127,11087,29214,29214,24634,24769,32950,35631,32123,179321,94,2580,16860,""," 1 Mar 2021"
"MT",1996,5.8,38.3,111.4,66.1,67.3,155.2,174.6,106.5,40.9,9.4,40,800,1430,2230,2270,4230,4170,3130,1530,360,NA,110,210,320,330,640,660,490,240,50,7094,20926,12847,33773,33773,27249,23880,29432,37508,38209,190051,82.6,2410,15700,""," 1 Mar 2021"
"MT",2000,3.5,32.9,103.9,59.9,60.6,160.3,167.7,112.1,45.7,10.6,20,710,1370,2080,2100,4520,4100,2930,1530,410,NA,100,200,300,310,690,650,470,240,60,6972,21457,13176,34633,34633,28197,24482,26111,33542,38353,185318,84.1,2410,15590,""," 1 Mar 2021"
"MT",2005,4,30.2,94.7,55.4,56.2,141.4,175.8,120.2,54.5,11.7,30,630,1270,1900,1930,4740,4410,3150,1490,400,NA,90,190,280,280,730,700,500,240,60,6651,20894,13444,34338,34338,33534,25075,26212,27356,34360,180875,89.1,2520,16120,""," 1 Mar 2021"
"MT",2006,3.6,28.4,103.2,57.6,58.3,149.2,188.9,126.7,56.8,12.7,20,590,1380,1970,1990,5070,4960,3270,1570,420,NA,90,210,300,300,780,790,530,250,60,6525,20790,13368,34158,34158,33942,26264,25827,27657,32941,180789,95.6,2710,17280,""," 1 Mar 2021"
"MT",2007,2.6,27.2,98.6,55,55.5,153.1,175.9,128.3,57,12.2,20,560,1310,1870,1890,5030,5010,3340,1600,390,NA,80,200,280,280,770,800,540,250,60,6368,20762,13275,34037,34037,32879,28448,26000,27965,31619,180948,95.3,2700,17250,""," 1 Mar 2021"
"MT",2008,3.9,29.3,103.6,59.1,59.8,150.8,174.4,127,52.7,11.5,20,590,1400,1990,2020,4950,5170,3410,1470,350,NA,90,210,300,300,760,820,550,230,50,5963,20183,13515,33698,33698,32811,29617,26884,27842,30224,181076,95.9,2720,17360,""," 1 Mar 2021"
"MT",2009,1.7,29.5,98.7,57.9,58.3,145.1,166.1,122.8,53.5,12.2,10,570,1340,1910,1920,4700,5050,3420,1470,350,NA,80,200,290,290,730,800,550,230,50,6102,19384,13546,32930,32930,32356,30411,27893,27442,28885,179917,94,2650,16910,""," 1 Mar 2021"
"MT",2010,4.3,21.4,97.9,52.9,53.7,139.8,156.6,126.2,57.3,12.5,30,400,1290,1700,1720,4530,4860,3630,1550,360,NA,60,200,260,260,700,770,580,250,50,5957,18903,13197,32100,32100,32411,31035,28733,27091,28515,179885,92.5,2610,16650,""," 1 Mar 2021"
"MT",2011,2.4,21.1,82.6,46.7,47.1,137.9,161.6,125.4,54.2,14.1,10,390,1090,1480,1490,4600,5010,3730,1440,400,NA,60,160,220,220,710,800,600,230,60,5957,18526,13167,31693,31693,33346,31013,29713,26616,28699,181080,92.1,2610,16670,""," 1 Mar 2021"
"MT",2012,3.2,20.3,77.9,44.1,44.7,128.3,162.1,125.6,60.2,12.3,20,370,1000,1360,1380,4380,4980,3820,1630,350,NA,50,150,210,210,680,790,610,260,50,6023,18214,12771,30985,30985,34168,30709,30420,27043,28660,181985,90.9,2610,16550,""," 1 Mar 2021"
"MT",2013,2.9,19.2,73,41.1,41.7,126.2,166.1,124.1,59.1,12.2,20,350,910,1260,1280,4400,5110,3880,1640,350,NA,50,140,190,190,690,820,630,260,50,5937,18238,12530,30768,30768,34891,30779,31299,27807,28515,184059,90.6,2640,16680,""," 1 Mar 2021"
"MT",2014,1.9,19.5,69,39.3,39.7,115.9,165.2,129.7,57.2,14,10,350,840,1190,1210,4080,5130,4140,1640,390,NA,50,130,180,180,640,820,670,260,60,5935,18191,12174,30365,30365,35187,31037,31916,28705,28023,185233,89.5,2640,16590,""," 1 Mar 2021"
"MT",2015,1.9,16.1,69.6,37.5,37.9,113.3,162.7,134.9,60.3,14.1,10,290,840,1130,1150,3980,5140,4330,1800,390,NA,40,130,170,170,620,820,700,290,60,6214,18089,12111,30200,30200,35089,31573,32099,29769,27711,186441,90,2670,16780,""," 1 Mar 2021"
"MT",2016,NA,14.8,63.4,34.2,34.5,108.3,156.2,129.9,61.6,16.1,NA,270,770,1040,1050,3780,5070,4190,1900,440,NA,40,120,160,160,590,810,680,300,70,6173,18273,12161,30434,30434,34872,32469,32238,30884,27429,188326,87.2,2610,16430,""," 1 Mar 2021"
"MT",2017,1.9,NA,NA,31.8,32.2,102.2,142.9,128.6,60.1,14.7,10,NA,NA,970,980,3550,4810,4150,1920,410,NA,NA,NA,150,150,550,770,670,310,60,6138,18489,12053,30542,30542,34682,33634,32284,31918,28141,191201,82.7,2510,15820,"Suppressed data for <15 and 40+ estimated based on relative percent distribution from 2016"," 1 Mar 2021"
"NC",1988,23.4,85.3,167.4,121,124.9,188,145.1,89.6,31.7,5.8,980,12090,18270,30360,31340,50560,42970,24710,8140,1310,120,1620,2530,4150,4270,7360,6540,3780,1200,180,41847,141748,109126,250874,250874,268960,296139,275906,256886,225007,1573772,101,23330,159030,""," 1 Mar 2021"
"NC",1992,19.2,78.5,177.4,120,123.8,183.7,151,94.9,36.3,6.7,840,10300,16870,27170,28010,51510,42340,28160,10400,1730,110,1460,2430,3890,4000,7550,6480,4360,1560,240,44043,131223,95066,226289,226289,280408,280389,296781,286503,260054,1630424,99.5,24190,162160,""," 1 Mar 2021"
"NC",1996,15.7,67.4,152,102.6,105.7,177.5,138.9,100.3,39.9,8.2,760,9660,15520,25180,25940,45940,42210,30390,12670,2400,100,1420,2260,3680,3780,6760,6440,4740,1930,350,48528,143290,102095,245385,245385,258784,303923,302812,317376,293790,1722070,92.6,24000,159540,""," 1 Mar 2021"
"NC",2000,13.1,54.4,149.8,94.7,97.3,190.8,165.5,117.7,48.3,10,680,8230,16580,24820,25500,52680,48430,35660,15870,3210,90,1210,2440,3650,3740,7790,7400,5560,2450,470,52059,151387,110746,262133,262133,276065,292656,302961,328450,322192,1784457,101.6,27420,181360,""," 1 Mar 2021"
"NC",2005,9.1,40.4,122,73.4,75.3,171.9,166,123,56,11.5,550,7130,14640,21770,22320,50280,47960,38060,17860,3940,70,1060,2190,3250,3320,7540,7390,5970,2780,590,60484,176690,119936,296626,296626,292509,288860,309482,318943,342062,1848482,97.6,27590,180420,""," 1 Mar 2021"
"NC",2006,8,39.9,126,74.5,76.1,176,167.2,124.7,57,11.9,480,7290,15490,22780,23260,52550,49750,38000,18780,4060,70,1080,2320,3410,3470,7900,7680,5970,2930,610,60254,182696,122877,305573,305573,298583,297511,304696,329689,340828,1876880,99.3,28570,186400,""," 1 Mar 2021"
"NC",2007,7.7,39.8,125.5,74.5,76,174.4,166.7,126.9,58,12.2,470,7440,15990,23430,23900,53170,50980,38640,19640,4160,60,1110,2390,3500,3560,8010,7900,6080,3060,620,61256,187069,127401,314470,314470,304871,305879,304586,338722,341490,1910018,99.7,29230,190490,""," 1 Mar 2021"
"NC",2008,7.4,39,119.5,72.4,73.8,167.7,162.9,125.8,56.2,12.4,450,7290,15900,23190,23640,52230,50810,38820,19220,4200,60,1090,2390,3480,3550,7880,7880,6120,2990,640,60459,187224,133076,320300,320300,311379,311888,308678,341902,339499,1933646,97.7,29070,188910,""," 1 Mar 2021"
"NC",2009,6.4,35.4,111.6,67.5,68.8,160.7,156,121.2,55,12.5,390,6590,15220,21810,22200,51290,49000,37990,18710,4200,50,980,2280,3260,3320,7740,7600,5990,2920,640,60869,186453,136382,322835,322835,319143,314140,313575,340206,337147,1947046,94.2,28200,183390,""," 1 Mar 2021"
"NC",2010,5.7,31.6,97.4,59.4,60.5,150.8,151.6,119.4,55.3,13.1,350,5860,13210,19070,19410,49330,47950,37690,18420,4460,50,870,1980,2850,2900,7440,7430,5930,2870,670,60276,185626,135537,321163,321163,327129,316345,315687,333024,339219,1952567,90.8,27240,177260,""," 1 Mar 2021"
"NC",2011,5.3,25.8,90.1,52.8,53.9,140.9,148.2,120.1,55.7,12.9,320,4750,12050,16800,17130,47010,47100,38370,17980,4470,40,710,1820,2530,2580,7130,7330,6060,2810,680,60917,184258,133703,317961,317961,333586,317798,319537,322576,346462,1957920,87.9,26590,172050,""," 1 Mar 2021"
"NC",2012,4.4,24.2,83,48.9,49.7,138.3,149,122.3,57.5,12.9,280,4440,11030,15470,15750,46860,47480,39430,18330,4520,40,660,1660,2320,2360,7070,7370,6220,2860,680,62427,183645,132954,316599,316599,338763,318648,322485,318601,349975,1965071,87.7,26560,172360,""," 1 Mar 2021"
"NC",2013,3.8,20.8,77.3,44.3,45.1,134.8,149.1,124.1,59.1,13.2,240,3860,10200,14060,14300,46100,48140,40360,18800,4630,30,570,1530,2100,2130,6930,7450,6350,2930,700,63599,185290,132000,317290,317290,341897,322797,325265,317919,350225,1975393,87.2,26490,172340,""," 1 Mar 2021"
"NC",2014,3.4,19.1,70.4,40.1,40.8,132.5,151.1,127.5,61.5,13.9,220,3600,9190,12790,13010,45220,50000,41520,19660,4810,30,540,1380,1920,1950,6800,7740,6550,3070,730,65487,188324,130476,318800,318800,341369,331005,325683,319866,346285,1983008,87.9,26840,174230,""," 1 Mar 2021"
"NC",2015,2.9,17.1,64.9,36.4,36.9,127.7,147.8,129.3,62.5,13.9,190,3300,8470,11770,11960,43250,50120,42120,20220,4700,30,490,1270,1760,1790,6540,7780,6670,3170,710,65322,193263,130554,323817,323817,338792,339086,325670,323595,339181,1990141,86.6,26660,172360,""," 1 Mar 2021"
"NC",2016,2.5,15,58.7,32.9,33.3,119.4,145,130.5,63.5,14.4,160,2950,7960,10910,11060,40340,50630,42880,20930,4740,20,440,1200,1650,1670,6120,7880,6810,3290,730,63767,196401,135549,331950,331950,337989,349070,328488,329399,329039,2005935,85,26490,170580,""," 1 Mar 2021"
"NC",2017,2.4,14.1,57.4,31.9,32.3,119.7,143.2,129.7,64.3,15.4,150,2770,7890,10660,10810,40230,51150,43070,21450,5010,20,410,1180,1590,1610,6080,7900,6800,3370,770,63998,196879,137432,334311,334311,336012,357301,332151,333590,326372,2019737,85,26530,171720,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"ND",1988,2.4,28.2,104.1,59.4,59.9,157.5,176.2,99.2,34.6,5.6,10,390,1010,1410,1420,3880,4870,2700,810,100,NA,60,140,200,200,600,790,440,130,20,4491,13914,9732,23646,23646,24622,27668,27250,23341,18142,144669,95.3,2170,13780,""," 1 Mar 2021"
"ND",1992,3.2,29.2,105.5,58.9,59.6,140.6,165.3,104.4,35.9,7.2,10,390,900,1300,1310,3260,3620,2630,900,160,NA,60,130,190,190,510,590,430,140,20,4598,13423,8570,21993,21993,23194,21917,25176,25211,21549,139040,85.5,1880,11880,""," 1 Mar 2021"
"ND",1996,2.3,27.5,82.9,49.7,50.2,133.7,157.3,111.2,41.3,6.5,10,410,830,1250,1260,2970,3330,2380,1070,160,NA,60,130,190,190,470,540,390,170,20,5106,15030,10040,25070,25070,22214,21178,21420,25867,25207,140956,79.3,1770,11170,""," 1 Mar 2021"
"ND",2000,2.1,20.1,71.2,41.4,41.8,113.7,169.5,117.1,41.7,8.5,10,300,770,1070,1080,2700,3110,2170,970,220,NA,40,120,160,160,420,500,350,150,30,4822,15127,10765,25892,25892,23769,18329,18546,23159,25425,135120,75.8,1630,10250,""," 1 Mar 2021"
"ND",2005,NA,20.5,64.7,40.7,41,108.5,207.8,124.7,51.4,8,NA,270,720,1000,1000,3120,3490,2310,940,180,NA,40,110,150,150,490,570,380,150,30,4375,13324,11176,24500,24500,28785,16797,18532,18236,22644,129494,85.3,1770,11050,""," 1 Mar 2021"
"ND",2006,2.7,18.1,63.8,38.4,38.9,108.1,212.3,125.2,55,10.5,10,240,690,930,940,3160,3750,2280,980,230,NA,40,110,140,140,500,610,370,160,40,4117,13436,10779,24215,24215,29205,17656,18177,17904,21537,128694,88.1,1810,11330,""," 1 Mar 2021"
"ND",2007,3.4,22.5,66.9,42.5,43.1,114.7,199.6,128.4,51.1,9.7,10,290,720,1010,1030,3210,3930,2330,920,200,NA,40,110,160,160,510,640,380,150,30,3991,13049,10749,23798,23798,27974,19671,18156,17925,20645,128169,90.6,1860,11610,""," 1 Mar 2021"
"ND",2008,3.1,20.7,68.3,42.5,43,116.7,192.3,130.5,54.3,11.3,10,260,740,1000,1010,3230,4040,2360,970,220,NA,40,110,150,150,510,650,380,160,30,4027,12740,10785,23525,23525,27669,20989,18117,17889,19447,127636,92.7,1890,11840,""," 1 Mar 2021"
"ND",2009,NA,20.6,67.3,42.2,42.5,113.2,182.5,133,57.4,11.1,NA,260,720,980,980,3110,4050,2520,1030,210,NA,40,110,150,150,490,650,410,170,30,3920,12437,10696,23133,23133,27444,22221,18940,17895,18796,128429,92.6,1900,11900,""," 1 Mar 2021"
"ND",2010,2.8,20.4,66.9,41.8,42.3,108.7,181.3,137.4,52.6,10.8,10,250,700,960,970,2990,4230,2680,940,200,NA,40,110,150,150,470,680,440,150,30,3933,12321,10518,22839,22839,27547,23313,19511,17829,18546,129585,92.6,1920,12000,""," 1 Mar 2021"
"ND",2011,3.8,15.6,69.1,40.3,41,110.4,181.1,137.3,58.4,12.7,20,190,730,920,930,3140,4290,2830,1030,240,NA,30,110,140,140,490,700,460,170,40,3982,12274,10514,22788,22788,28424,23717,20592,17659,18579,131759,94.6,2000,12460,""," 1 Mar 2021"
"ND",2012,2.6,17.7,61.5,37.8,38.2,112.2,185.6,147.6,57.3,9.4,10,220,640,860,870,3330,4490,3230,1040,180,NA,30,100,130,130,530,730,530,170,30,4085,12324,10391,22715,22715,29687,24179,21871,18185,18615,135252,97.1,2110,13130,""," 1 Mar 2021"
"ND",2013,3.1,14.6,57.7,34.1,34.7,106.8,192,146.7,61.2,11.5,10,180,600,790,800,3330,4760,3430,1170,220,NA,30,90,120,120,530,770,560,190,30,4028,12612,10462,23074,23074,31177,24803,23411,19065,18756,140286,97.7,2210,13710,""," 1 Mar 2021"
"ND",2014,NA,12.9,59.7,34.2,34.6,110.9,196.9,158.7,66.1,12.5,NA,160,630,790,800,3530,5040,3830,1320,230,NA,20,100,120,120,560,820,630,210,40,4124,12624,10504,23128,23128,31803,25608,24104,19985,18701,143329,102.9,2370,14750,""," 1 Mar 2021"
"ND",2015,NA,14,53.1,31.6,31.9,105.8,189.3,153.6,65.5,13.1,NA,180,550,730,740,3400,5090,3820,1370,250,NA,30,90,110,120,540,830,620,220,40,4154,12724,10451,23175,23175,32106,26863,24907,20974,18819,146844,99.9,2360,14670,""," 1 Mar 2021"
"ND",2016,NA,12.8,49.2,29.1,29.4,100.1,190.6,159.8,66.8,16.5,NA,160,500,660,670,3110,5180,4000,1450,310,NA,20,80,100,100,490,840,650,230,50,4253,12623,10201,22824,22824,31106,27151,25019,21787,18527,146414,100.5,2370,14720,""," 1 Mar 2021"
"ND",2017,NA,NA,NA,24.3,24.4,94,175.8,159.5,66.1,15.1,NA,NA,NA,550,550,2860,4840,3930,1500,280,NA,NA,NA,80,80,450,790,640,240,40,4326,12683,9946,22629,22629,30389,27512,24651,22621,18687,146489,95.3,2240,13950,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"NE",1988,7.1,47.5,118,76.9,78.2,166,174.7,101.9,35.9,7.3,70,1570,2780,4350,4420,9540,11600,6670,2140,350,NA,210,380,590,600,1440,1840,1060,330,50,10576,33041,23553,56594,56594,57488,66382,65442,59686,48265,353857,98.1,5330,34730,""," 1 Mar 2021"
"NE",1992,7.2,39.5,117.6,70.9,72.4,166.1,174.8,106.7,41,8.4,80,1310,2620,3940,4020,9240,10030,7090,2670,490,10,190,380,570,580,1390,1590,1130,420,70,11427,33256,22289,55545,55545,55599,57358,66437,65050,58090,358079,93.6,5170,33520,""," 1 Mar 2021"
"NE",1996,5.2,35.6,102.3,61.9,62.9,145.1,174.7,114.9,44.9,9.1,70,1350,2510,3870,3930,8100,9510,7060,3080,580,NA,200,370,570,580,1240,1520,1140,490,90,12948,37921,24581,62502,62502,55835,54422,61493,68414,64576,367242,87.9,5050,32270,""," 1 Mar 2021"
"NE",2000,5.2,31.5,99.4,58.7,59.7,147.3,181.5,135.5,50.8,10.6,70,1240,2620,3860,3930,8730,9850,7400,3270,710,NA,180,400,580,590,1350,1570,1190,520,110,12955,39427,26377,65804,65804,59301,54280,54605,64402,66652,365044,92.8,5320,33890,""," 1 Mar 2021"
"NE",2005,4.4,27,78.4,48.2,49,139.9,200.7,136.9,61.8,10.8,50,1030,2100,3130,3180,9200,10610,7610,3370,690,NA,160,320,480,490,1450,1710,1240,540,110,12600,38153,26761,64914,64914,65729,52838,55611,54522,64051,357665,96.9,5530,34660,""," 1 Mar 2021"
"NE",2006,4,23.4,79.5,46.3,47.1,139.4,201.7,140,61,12.2,50,890,2100,2990,3040,9180,11010,7700,3350,750,NA,140,330,460,470,1450,1780,1250,540,120,12545,38129,26349,64478,64478,65865,54583,54987,54944,61237,356094,98.4,5610,35030,""," 1 Mar 2021"
"NE",2007,3.7,25.4,84.6,49.2,49.9,143,193.5,138,61,11.2,40,980,2190,3170,3210,9250,11020,7570,3360,660,NA,150,340,500,500,1470,1790,1230,540,100,12066,38428,25869,64297,64297,64680,56973,54833,55093,58694,354570,98.9,5640,35070,""," 1 Mar 2021"
"NE",2008,3.5,25.6,86.3,50.6,51.2,142,191,140.9,59.1,13.9,40,960,2270,3230,3270,9070,11380,7760,3250,790,NA,150,350,500,510,1430,1840,1260,520,120,12139,37524,26248,63772,63772,63839,59572,55109,55005,56419,353716,100.4,5680,35520,""," 1 Mar 2021"
"NE",2009,3.5,24.7,83.1,49,49.6,138.6,182.4,142.9,60.8,13.1,40,920,2190,3110,3150,8740,11250,8040,3310,720,NA,140,340,480,490,1380,1820,1310,530,110,12056,37125,26422,63547,63547,63068,61675,56287,54435,55061,354073,99.5,5650,35210,""," 1 Mar 2021"
"NE",2010,3.2,21.5,73.4,43.2,43.8,132.6,174.4,135.1,58.5,12.7,40,790,1930,2720,2760,8340,11020,7770,3180,690,NA,120,300,430,430,1320,1790,1270,510,110,11903,36722,26279,63001,63001,62856,63222,57497,54251,54522,355349,95,5420,33750,""," 1 Mar 2021"
"NE",2011,2.4,19.4,67.3,39.6,40.1,125.2,175,140.3,59.2,13.3,30,710,1800,2500,2530,7890,11010,8330,3180,730,NA,110,280,380,390,1240,1780,1360,510,110,11883,36444,26654,63098,63098,63018,62930,59399,53733,54769,356947,94.3,5400,33670,""," 1 Mar 2021"
"NE",2012,2.5,18.3,63.2,37.3,37.8,120.5,176.4,143.3,61.2,14.8,30,660,1680,2340,2370,7720,10920,8770,3290,820,NA,100,260,360,370,1220,1770,1430,530,130,12051,36081,26545,62626,62626,64105,61898,61177,53826,55113,358745,94.5,5440,33890,""," 1 Mar 2021"
"NE",2013,2.3,16.1,60.9,34.9,35.4,118.1,181.6,141.8,62.4,13.5,30,580,1600,2180,2210,7680,11060,8890,3430,740,NA,90,250,340,340,1210,1790,1450,550,120,12089,36144,26198,62342,62342,65063,60904,62694,54902,54903,360808,94.2,5460,34000,""," 1 Mar 2021"
"NE",2014,2.9,13.6,54.9,30.8,31.4,112.9,184.7,153.4,65.5,14,40,490,1430,1920,1960,7540,11090,9720,3670,760,NA,80,220,300,310,1190,1800,1590,590,120,12469,36346,25987,62333,62333,66780,60052,63376,56066,54438,363045,95.7,5590,34740,""," 1 Mar 2021"
"NE",2015,1.5,14.1,53.9,30.4,30.7,105.5,187.4,150.5,68.9,14.7,20,520,1390,1910,1930,7130,11120,9560,3980,790,NA,80,220,300,300,1130,1800,1560,640,130,12618,36899,25768,62667,62667,67571,59311,63480,57820,53986,364835,94.6,5560,34500,""," 1 Mar 2021"
"NE",2016,1.6,12,47,26.3,26.7,99.4,186.3,154.6,69.2,14.7,20,450,1220,1670,1690,6740,11120,9830,4130,790,NA,70,190,260,260,1070,1800,1610,670,120,12583,37412,25878,63290,63290,67793,59702,63548,59684,53467,367484,93.3,5530,34290,""," 1 Mar 2021"
"NE",2017,1.4,NA,NA,25.4,25.7,99.8,177,151.9,66.4,14,20,NA,NA,1620,1640,6680,10790,9540,4070,750,NA,NA,NA,250,250,1050,1750,1560,660,120,12859,37923,25810,63733,63733,66914,60942,62775,61342,53541,369247,90.6,5390,33460,""," 1 Mar 2021"
"NH",1988,6.1,61.2,121.7,88.1,89.1,167.9,174.5,109.3,39.8,7.6,40,1350,2150,3500,3540,7260,8890,5520,1860,300,NA,160,280,440,440,1050,1390,870,280,40,6401,22060,17667,39727,39727,43264,50956,50487,46741,39625,270800,101.1,4070,27370,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, VT)"," 1 Mar 2021"
